mode,task_suite,task_id,task_name,episode,initial_state_id,success,timeout,steps,policy_calls,sampled_action_chunks,avg_h,h_distribution_json,actual_wall_total_ms,policy_rpc_wall_total_ms,actual_episode_elapsed_total_ms,actual_policy_total_ms,actual_server_total_ms,actual_predictor_total_ms,actual_batched_teacher_total_ms,actual_contextual_fusion_total_ms,contextual_fusion_translation_disagreement_mean,contextual_fusion_rotation_disagreement_mean,contextual_fusion_gripper_conflict_rate,contextual_fusion_expert_gate_rate,contextual_fusion_phase_expert_rate,actual_harp_residual_total_ms,actual_harp_gripper_event_total_ms
ordered_feedback_current_once,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,337,337,1,0,260,11,11,24.09090909090909,"{""20"": 2, ""25"": 9}",1343.100354541093,1343.100354541093,6836.819783318788,1205.1391759887338,1322.821980342269,68.606439512223,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,337,337,1,0,260,11,11,24.09090909090909,"{""20"": 2, ""25"": 9}",1342.2188623808324,1342.2188623808324,6826.319938059896,1200.7664572447538,1321.9988266937435,70.68751938641071,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,338,338,1,0,259,11,11,24.09090909090909,"{""20"": 2, ""25"": 9}",1332.6601814478636,1332.6601814478636,6799.730600789189,1196.558725554496,1312.3158337548375,68.58633877709508,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current_once,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,338,338,1,0,259,11,11,24.09090909090909,"{""20"": 2, ""25"": 9}",1254.9342373386025,1254.9342373386025,6808.776081074029,1134.0829422697425,1234.618675429374,62.02017609030008,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current_once,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,339,339,1,0,251,11,11,23.636363636363637,"{""20"": 3, ""25"": 8}",1191.7016222141683,1191.7016222141683,6504.058464895934,1088.2920576259494,1173.4326402656734,54.29111188277602,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,339,339,1,0,252,11,11,24.09090909090909,"{""20"": 2, ""25"": 9}",1220.8541268482804,1220.8541268482804,6628.361859824508,1114.4941691309214,1202.0836058072746,58.692529797554016,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,340,340,1,0,260,11,11,24.09090909090909,"{""20"": 2, ""25"": 9}",1215.2424957603216,1215.2424957603216,6740.715053863823,1107.8471872024238,1197.3650204017758,59.470882173627615,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current_once,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,340,340,1,0,260,11,11,24.09090909090909,"{""20"": 2, ""25"": 9}",1163.5563378222287,1163.5563378222287,6564.559413120151,1069.411049131304,1146.2759422138333,54.769142996519804,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current_once,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,341,341,1,0,243,10,10,23.5,"{""20"": 3, ""25"": 7}",1072.6221236400306,1072.6221236400306,6390.150297898799,981.9504865445197,1057.0935881696641,50.14816904440522,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,341,341,1,0,254,11,11,24.09090909090909,"{""20"": 2, ""25"": 9}",1131.8490281701088,1131.8490281701088,6546.23041395098,1040.4719938524067,1115.6100239604712,49.408982042223215,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,342,342,1,0,256,11,11,23.181818181818183,"{""15"": 1, ""20"": 2, ""25"": 8}",1166.5375768207014,1166.5375768207014,6670.320404227823,1071.7944353818893,1149.4812248274684,55.8817433193326,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current_once,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,342,342,1,0,256,11,11,23.181818181818183,"{""15"": 1, ""20"": 2, ""25"": 8}",1343.197840731591,1343.197840731591,6968.128160107881,1206.3136529177427,1323.0454926379025,69.67989448457956,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current_once,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,343,343,1,0,240,10,10,24.0,"{""20"": 2, ""25"": 8}",1211.1430913209915,1211.1430913209915,6476.405968423933,1090.1408684439957,1191.9974000193179,61.589882243424654,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,343,343,1,0,240,10,10,24.0,"{""20"": 2, ""25"": 8}",1228.4495481289923,1228.4495481289923,6510.27150079608,1098.8178462721407,1208.5605240426958,64.2922562547028,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,344,344,1,0,242,10,10,24.0,"{""20"": 2, ""25"": 8}",1186.5054504014552,1186.5054504014552,6441.983802244067,1071.8952473253012,1166.7203796096146,62.8382358700037,nan,nan,nan,nan,nan,nan,nan,nan,nan
